iso_3_code,countryname,who_region,year,vaccinecode,vaccine_description,schedulerounds,targetpop,targetpop_description,geoarea,ageadministered
BGD,Bangladesh,SEARO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,,General/routine,NATIONAL,W6
BGD,Bangladesh,SEARO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,,General/routine,NATIONAL,W10
BGD,Bangladesh,SEARO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,,General/routine,NATIONAL,W14
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y15-Y49
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,Y15-Y49
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,+M1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,,General/routine,NATIONAL,+Y1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,,General/routine,NATIONAL,+Y1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,+M6
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1
BGD,Bangladesh,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact
BGD,Bangladesh,SEARO,2023,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6-M59
BGR,Bulgaria,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
BGR,Bulgaria,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,2.0,,General/routine,NATIONAL,M7
BGR,Bulgaria,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,3.0,,General/routine,NATIONAL,Y7
BGR,Bulgaria,EURO,2023,CCHF,CCHF (Crimean-Congo Hemorrhagic Fever) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,
BGR,Bulgaria,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
BGR,Bulgaria,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M3
BGR,Bulgaria,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M4
BGR,Bulgaria,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
BGR,Bulgaria,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M3
BGR,Bulgaria,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M4
BGR,Bulgaria,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M16
BGR,Bulgaria,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y6
BGR,Bulgaria,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
BGR,Bulgaria,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M1
BGR,Bulgaria,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6
BGR,Bulgaria,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y10-Y13
BGR,Bulgaria,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6
BGR,Bulgaria,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18
BGR,Bulgaria,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
BGR,Bulgaria,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BGR,Bulgaria,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6
BGR,Bulgaria,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BGR,Bulgaria,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M13
BGR,Bulgaria,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y12
BGR,Bulgaria,EURO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,,General/routine,NATIONAL,M2
BGR,Bulgaria,EURO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,,General/routine,NATIONAL,M4
BGR,Bulgaria,EURO,2023,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,,General/routine,NATIONAL,M12
BGR,Bulgaria,EURO,2023,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BGR,Bulgaria,EURO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6
BGR,Bulgaria,EURO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,W10-W24
BGR,Bulgaria,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,W6
BGR,Bulgaria,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,W10-W24
BGR,Bulgaria,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,W20-W32
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,Y25
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,Y35
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,Y45
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,Y55
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,ADULTS,Adults,NATIONAL,Y65
BGR,Bulgaria,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,Y17
BGR,Bulgaria,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y12
BHR,Bahrain,EMRO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B
BHR,Bahrain,EMRO,2023,CHOLERA,Cholera vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,
BHR,Bahrain,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,M2
BHR,Bahrain,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M4
BHR,Bahrain,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",3.0,RISKGROUPS,Risk group(s),NATIONAL,M6
BHR,Bahrain,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",4.0,RISKGROUPS,Risk group(s),NATIONAL,M18
BHR,Bahrain,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,RISKGROUPS,Risk group(s),NATIONAL,Y4
BHR,Bahrain,EMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
BHR,Bahrain,EMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4
BHR,Bahrain,EMRO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5
BHR,Bahrain,EMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6
BHR,Bahrain,EMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18
BHR,Bahrain,EMRO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,
BHR,Bahrain,EMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,Y12
BHR,Bahrain,EMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,CATCHUP_C,Catch-up children,NATIONAL,Y13
BHR,Bahrain,EMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,,General/routine,NATIONAL,M15
BHR,Bahrain,EMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,,General/routine,NATIONAL,Y2
BHR,Bahrain,EMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,
BHR,Bahrain,EMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
BHR,Bahrain,EMRO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,5.0,RISKGROUPS,Risk group(s),NATIONAL,Y5
BHR,Bahrain,EMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12-Y13
BHR,Bahrain,EMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6-M12
BHR,Bahrain,EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y50
BHR,Bahrain,EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
BHR,Bahrain,EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
BHR,Bahrain,EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,Y10-Y19
BHR,Bahrain,EMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,<=Y9
BHR,Bahrain,EMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,IPV,IPV (Inactivated polio vaccine),1.0,RISKGROUPS,Risk group(s),NATIONAL,M2
BHR,Bahrain,EMRO,2023,IPV,IPV (Inactivated polio vaccine),2.0,RISKGROUPS,Risk group(s),NATIONAL,M4
BHR,Bahrain,EMRO,2023,IPV,IPV (Inactivated polio vaccine),3.0,RISKGROUPS,Risk group(s),NATIONAL,M6
BHR,Bahrain,EMRO,2023,IPV,IPV (Inactivated polio vaccine),4.0,RISKGROUPS,Risk group(s),NATIONAL,M18
BHR,Bahrain,EMRO,2023,IPV,IPV (Inactivated polio vaccine),5.0,RISKGROUPS,Risk group(s),NATIONAL,Y5
BHR,Bahrain,EMRO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,Y2
BHR,Bahrain,EMRO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,HW,Health workers,NATIONAL,
BHR,Bahrain,EMRO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,
BHR,Bahrain,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12
BHR,Bahrain,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18
BHR,Bahrain,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,HW,Health workers,NATIONAL,
BHR,Bahrain,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,TRAVELLERS,Travellers,NATIONAL,
BHR,Bahrain,EMRO,2023,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M4
BHR,Bahrain,EMRO,2023,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6
BHR,Bahrain,EMRO,2023,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M18
BHR,Bahrain,EMRO,2023,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,Y5
BHR,Bahrain,EMRO,2023,OPV,OPV (Oral polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y50
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M15
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y5-Y50
BHR,Bahrain,EMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M6
BHR,Bahrain,EMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65
BHR,Bahrain,EMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y2
BHR,Bahrain,EMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+Y5
BHR,Bahrain,EMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2
BHR,Bahrain,EMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4
BHR,Bahrain,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,,General/routine,NATIONAL,>=Y7
BHR,Bahrain,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,
BHR,Bahrain,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,NATIONAL,>Y65
BHR,Bahrain,EMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y13
BHR,Bahrain,EMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y2
BHR,Bahrain,EMRO,2023,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>=Y2
BHR,Bahrain,EMRO,2023,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,Y1
BHR,Bahrain,EMRO,2023,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y3
BHR,Bahrain,EMRO,2023,VARICELLA,Varicella vaccine,1.0,HW,Health workers,NATIONAL,
BHR,Bahrain,EMRO,2023,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHR,Bahrain,EMRO,2023,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,
BHS,Bahamas,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5
BHS,Bahamas,AMRO,2023,DTWPHIB,DTwP-Hib (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M15
BHS,Bahamas,AMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2
BHS,Bahamas,AMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4
BHS,Bahamas,AMRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6
BHS,Bahamas,AMRO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact
BHS,Bahamas,AMRO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,2.0,TRAVELLERS,Travellers,NATIONAL,+M6
BHS,Bahamas,AMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact
BHS,Bahamas,AMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,TRAVELLERS,Travellers,NATIONAL,+M6
BHS,Bahamas,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact
BHS,Bahamas,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,ADULTS,Adults,NATIONAL,+M1
BHS,Bahamas,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,ADULTS,Adults,NATIONAL,+M5
BHS,Bahamas,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9-Y12
BHS,Bahamas,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6
BHS,Bahamas,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18
BHS,Bahamas,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
BHS,Bahamas,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
BHS,Bahamas,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHS,Bahamas,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6
BHS,Bahamas,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,>=M6
BHS,Bahamas,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHS,Bahamas,AMRO,2023,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2
BHS,Bahamas,AMRO,2023,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4
BHS,Bahamas,AMRO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,Y16
BHS,Bahamas,AMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12
BHS,Bahamas,AMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M15
BHS,Bahamas,AMRO,2023,MPOX,Mpox (monkeypox) vaccine,1.0,HW,Health workers,NATIONAL,
BHS,Bahamas,AMRO,2023,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BHS,Bahamas,AMRO,2023,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6
BHS,Bahamas,AMRO,2023,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,Y4-Y5
BHS,Bahamas,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2
BHS,Bahamas,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4
BHS,Bahamas,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6
BHS,Bahamas,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,4.0,,General/routine,NATIONAL,M15
BHS,Bahamas,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,SUBNATIONAL,1st contact
BHS,Bahamas,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,1st contact
BHS,Bahamas,AMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2
BHS,Bahamas,AMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4
BHS,Bahamas,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,+Y10
BHS,Bahamas,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,>Y10
BHS,Bahamas,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y12
BHS,Bahamas,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,
BHS,Bahamas,AMRO,2023,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M12
BHS,Bahamas,AMRO,2023,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y4-Y5
BHS,Bahamas,AMRO,2023,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact
BIH,Bosnia and Herzegovina,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
BIH,Bosnia and Herzegovina,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
BIH,Bosnia and Herzegovina,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M3-M4
BIH,Bosnia and Herzegovina,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M4-M6
BIH,Bosnia and Herzegovina,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18-Y2
BIH,Bosnia and Herzegovina,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y5-Y7
BIH,Bosnia and Herzegovina,EURO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,
BIH,Bosnia and Herzegovina,EURO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,
BIH,Bosnia and Herzegovina,EURO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
BIH,Bosnia and Herzegovina,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
BIH,Bosnia and Herzegovina,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M1
BIH,Bosnia and Herzegovina,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6
BIH,Bosnia and Herzegovina,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,,General/routine,,Y9-Y14
